시간,현재가,고가,저가,전일대비,전일대비,등락률,매도호가,매수호가,누적거래량,누적거래대금,전일대비기호,전일거래량대비_계약,거래대금증감,전일거래량대비_비율,거래회전율,거래비용,상한가발생시간,하한가발생시간,체결량,체결강도,
YYYY-09-DD 12:33:39,118500,119500,108000,+11000,+10.23,+118500,+118000,1524764,176392,2,+455597,+61016660500,+142.61,5.61,393,000000,000000,+1,163.72
