2018-09-13 오전 10:07:28,삼본정밀전자,6170,6170,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6170,6170,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6170,6170,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6180,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6160,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6150,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6140,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6180,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6180,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6180,6180,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6190,6190,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6200,6200,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6190,6200,5510
2018-09-13 오전 10:07:28,삼본정밀전자,6140,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6180,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6170,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6160,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6150,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6140,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6140,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6150,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6190,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6190,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6190,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6200,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6200,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6170,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6150,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6140,6200,5510
2018-09-13 오전 10:07:29,삼본정밀전자,6190,6200,5510
