시간,현재가,고가,저가,전일대비,등락률,매도호가,매수호가,누적거래량,누적거래대금,전일대비기호,전일거래량대비_계약,거래대금증감,전일거래량대비_비율,거래회전율,거래비용,상한가발생시간,하한가발생시간,체결량,체결강도,
2018-09-27 09:09:43,10450,10750,10450,-200,-1.88,-10500,-10450,21334,226,5,-298146,-3223751700,-6.68,0.04,35,000000,000000,-24,14.03
