시간,현재가,고가,저가,전일대비,등락률,매도호가,매수호가,누적거래량,누적거래대금,전일대비기호,전일거래량대비_계약,거래대금증감,전일거래량대비_비율,거래회전율,거래비용,상한가발생시간,하한가발생시간,체결량,체결강도,
2018-10-19 11:00:25,53600,53700,48600,+3600,+7.20,+53700,+53600,153815,7807,2,-539352,-26215550000,-22.19,2.99,178,000000,000000,-30,136.10
