시간,현재가,고가,저가,전일대비,등락률,매도호가,매수호가,누적거래량,누적거래대금,전일대비기호,전일거래량대비_계약,거래대금증감,전일거래량대비_비율,거래회전율,거래비용,상한가발생시간,하한가발생시간,체결량,체결강도,
2018-10-12 09:19:42,58100,58200,52000,+4600,+8.60,+58200,+58100,216124,11977,2,-1868282,-102944597400,-10.37,7.52,193,000000,000000,+1,144.93
