시간,현재가,고가,저가,전일대비,등락률,매도호가,매수호가,누적거래량,누적거래대금,전일대비기호,전일거래량대비_계약,거래대금증감,전일거래량대비_비율,거래회전율,거래비용,상한가발생시간,하한가발생시간,체결량,체결강도,
2018-10-02 10:23:11,53000,53100,47400,+4000,+8.16,+53100,+53000,264387,13207,2,-1250310,-64146196200,-17.45,9.19,176,000000,000000,-3,135.62
