YYYY-09-DD 10:22:28,8330,8650,7350
YYYY-09-DD 10:22:29,8330,8650,7350
YYYY-09-DD 10:22:29,8340,8650,7350
YYYY-09-DD 10:22:29,8330,8650,7350
YYYY-09-DD 10:22:29,8310,8650,7350
YYYY-09-DD 10:22:29,8300,8650,7350
YYYY-09-DD 10:22:29,8300,8650,7350
YYYY-09-DD 10:22:29,8300,8650,7350
YYYY-09-DD 10:22:30,8320,8650,7350
YYYY-09-DD 10:22:30,8300,8650,7350
YYYY-09-DD 10:22:30,8300,8650,7350
YYYY-09-DD 10:22:30,8290,8650,7350
YYYY-09-DD 10:22:30,8280,8650,7350
YYYY-09-DD 10:22:31,8340,8650,7350
YYYY-09-DD 10:22:31,8300,8650,7350
YYYY-09-DD 10:22:31,8300,8650,7350
YYYY-09-DD 10:22:31,8300,8650,7350
YYYY-09-DD 10:22:31,8300,8650,7350
YYYY-09-DD 10:22:31,8280,8650,7350
YYYY-09-DD 10:22:32,8300,8650,7350
YYYY-09-DD 10:22:32,8280,8650,7350
YYYY-09-DD 10:22:32,8300,8650,7350
YYYY-09-DD 10:22:32,8300,8650,7350
YYYY-09-DD 10:22:32,8280,8650,7350
YYYY-09-DD 10:22:32,8300,8650,7350
YYYY-09-DD 10:22:33,8290,8650,7350
YYYY-09-DD 10:22:33,8290,8650,7350
YYYY-09-DD 10:22:33,8280,8650,7350
YYYY-09-DD 10:22:33,8270,8650,7350
YYYY-09-DD 10:22:33,8260,8650,7350
YYYY-09-DD 10:22:33,8260,8650,7350
YYYY-09-DD 10:22:34,8290,8650,7350
YYYY-09-DD 10:22:34,8280,8650,7350
YYYY-09-DD 10:22:34,8260,8650,7350
YYYY-09-DD 10:22:35,8280,8650,7350
YYYY-09-DD 10:22:35,8260,8650,7350
YYYY-09-DD 10:22:35,8260,8650,7350
YYYY-09-DD 10:22:35,8260,8650,7350
YYYY-09-DD 10:22:36,8260,8650,7350
YYYY-09-DD 10:22:36,8270,8650,7350
YYYY-09-DD 10:22:36,8270,8650,7350
YYYY-09-DD 10:22:36,8260,8650,7350
YYYY-09-DD 10:22:37,8260,8650,7350
YYYY-09-DD 10:22:37,8260,8650,7350
YYYY-09-DD 10:22:37,8280,8650,7350
YYYY-09-DD 10:22:37,8260,8650,7350
YYYY-09-DD 10:22:37,8260,8650,7350
YYYY-09-DD 10:22:37,8260,8650,7350
YYYY-09-DD 10:22:38,8270,8650,7350
YYYY-09-DD 10:22:38,8260,8650,7350
YYYY-09-DD 10:22:38,8260,8650,7350
YYYY-09-DD 10:22:38,8270,8650,7350
YYYY-09-DD 10:22:38,8260,8650,7350
YYYY-09-DD 10:22:39,8260,8650,7350
YYYY-09-DD 10:22:39,8260,8650,7350
YYYY-09-DD 10:22:39,8270,8650,7350
YYYY-09-DD 10:22:39,8270,8650,7350
YYYY-09-DD 10:22:39,8260,8650,7350
YYYY-09-DD 10:22:39,8270,8650,7350
YYYY-09-DD 10:22:39,8260,8650,7350
YYYY-09-DD 10:22:40,8270,8650,7350
YYYY-09-DD 10:22:40,8260,8650,7350
YYYY-09-DD 10:22:40,8260,8650,7350
YYYY-09-DD 10:22:40,8250,8650,7350
YYYY-09-DD 10:22:41,8250,8650,7350
YYYY-09-DD 10:22:41,8270,8650,7350
YYYY-09-DD 10:22:41,8260,8650,7350
YYYY-09-DD 10:22:41,8270,8650,7350
YYYY-09-DD 10:22:41,8270,8650,7350
YYYY-09-DD 10:22:42,8260,8650,7350
YYYY-09-DD 10:22:42,8270,8650,7350
YYYY-09-DD 10:22:42,8260,8650,7350
YYYY-09-DD 10:22:42,8260,8650,7350
YYYY-09-DD 10:22:42,8260,8650,7350
YYYY-09-DD 10:22:42,8260,8650,7350
YYYY-09-DD 10:22:42,8260,8650,7350
YYYY-09-DD 10:22:43,8260,8650,7350
YYYY-09-DD 10:22:43,8270,8650,7350
YYYY-09-DD 10:22:43,8260,8650,7350
YYYY-09-DD 10:22:43,8250,8650,7350
YYYY-09-DD 10:22:43,8270,8650,7350
YYYY-09-DD 10:22:43,8270,8650,7350
YYYY-09-DD 10:22:43,8270,8650,7350
YYYY-09-DD 10:22:43,8260,8650,7350
YYYY-09-DD 10:22:44,8250,8650,7350
YYYY-09-DD 10:22:44,8270,8650,7350
YYYY-09-DD 10:22:44,8260,8650,7350
YYYY-09-DD 10:22:45,8260,8650,7350
YYYY-09-DD 10:22:45,8260,8650,7350
YYYY-09-DD 10:22:45,8260,8650,7350
YYYY-09-DD 10:22:45,8260,8650,7350
YYYY-09-DD 10:22:46,8270,8650,7350
YYYY-09-DD 10:22:46,8270,8650,7350
YYYY-09-DD 10:22:47,8270,8650,7350
YYYY-09-DD 10:22:47,8270,8650,7350
YYYY-09-DD 10:22:47,8260,8650,7350
YYYY-09-DD 10:22:47,8260,8650,7350
YYYY-09-DD 10:22:47,8260,8650,7350
YYYY-09-DD 10:22:47,8270,8650,7350
YYYY-09-DD 10:22:47,8280,8650,7350
YYYY-09-DD 10:22:48,8280,8650,7350
YYYY-09-DD 10:22:48,8260,8650,7350
YYYY-09-DD 10:22:48,8260,8650,7350
YYYY-09-DD 10:22:48,8250,8650,7350
YYYY-09-DD 10:22:48,8250,8650,7350
